Date,Brand,Region,Sales Volume,Revenue ($),Average Price per Unit ($)
2023-01-14,Rolex,Asia,69,552000,8000
2021-10-15,Gucci,Asia,37,44400,1200
2021-04-24,Louis Vuitton,Australia,17,42500,2500
2023-10-29,Louis Vuitton,Asia,63,157500,2500
2022-04-06,Gucci,Australia,97,116400,1200
2023-08-07,Dior,Australia,98,147000,1500
2024-01-05,Gucci,Europe,84,100800,1200
2021-05-15,Louis Vuitton,North America,10,25000,2500
2024-06-13,Rolex,Asia,71,568000,8000
2022-09-04,Rolex,North America,11,88000,8000
2023-09-10,Gucci,North America,94,112800,1200
2021-12-13,Chanel,Asia,84,252000,3000
2022-03-26,Louis Vuitton,Australia,31,77500,2500
2023-11-08,Dior,Middle East,70,105000,1500
2023-08-18,Louis Vuitton,North America,84,210000,2500
2024-06-08,Gucci,North America,95,114000,1200
2021-05-19,Chanel,Europe,94,282000,3000
2024-01-21,Rolex,Europe,63,504000,8000
2022-10-21,Louis Vuitton,Asia,14,35000,2500
2024-12-07,Chanel,Europe,38,114000,3000
2024-03-14,Gucci,Europe,70,84000,1200
2022-10-30,Gucci,Europe,23,27600,1200
2021-10-25,Louis Vuitton,Europe,86,215000,2500
2023-08-02,Rolex,North America,74,592000,8000
2022-09-17,Louis Vuitton,North America,51,127500,2500
2022-11-17,Rolex,Middle East,23,184000,8000
2024-08-05,Chanel,Middle East,59,177000,3000
2022-04-09,Chanel,Middle East,41,123000,3000
2024-07-03,Rolex,Middle East,49,392000,8000
2021-07-02,Gucci,Europe,70,84000,1200
2025-01-20,Gucci,Asia,67,80400,1200
2022-10-01,Louis Vuitton,Middle East,63,157500,2500
2021-12-27,Dior,Middle East,95,142500,1500
2022-11-09,Gucci,Middle East,85,102000,1200
2022-01-29,Gucci,Asia,31,37200,1200
2022-09-10,Louis Vuitton,Asia,59,147500,2500
2022-04-14,Chanel,Europe,59,177000,3000
2024-06-01,Louis Vuitton,Europe,75,187500,2500
2022-12-04,Rolex,Asia,4,32000,8000
2021-08-11,Gucci,Europe,48,57600,1200
2023-11-12,Rolex,Asia,2,16000,8000
2022-03-21,Louis Vuitton,Europe,85,212500,2500
2022-09-05,Louis Vuitton,Europe,79,197500,2500
2023-04-14,Dior,North America,73,109500,1500
2021-04-18,Rolex,Europe,58,464000,8000
2024-08-05,Rolex,Australia,34,272000,8000
2021-08-09,Chanel,Europe,33,99000,3000
2022-08-20,Dior,Asia,96,144000,1500
2023-12-11,Dior,Europe,2,3000,1500
2023-02-07,Rolex,Australia,60,480000,8000
2023-10-26,Rolex,North America,40,320000,8000
2022-03-10,Gucci,Europe,2,2400,1200
2023-06-07,Gucci,Europe,46,55200,1200
2025-02-13,Dior,Australia,96,144000,1500
2024-04-06,Gucci,Australia,90,108000,1200
2021-11-27,Rolex,Europe,63,504000,8000
2024-04-14,Louis Vuitton,Australia,2,5000,2500
2021-11-16,Chanel,Europe,99,297000,3000
2021-03-22,Chanel,Europe,17,51000,3000
2021-11-14,Gucci,Europe,57,68400,1200
2022-03-22,Louis Vuitton,North America,39,97500,2500
2024-04-26,Chanel,Australia,70,210000,3000
2021-12-29,Gucci,Europe,86,103200,1200
2022-10-04,Dior,Europe,56,84000,1500
2022-11-01,Dior,North America,23,34500,1500
2022-10-21,Gucci,Middle East,82,98400,1200
2023-02-17,Rolex,Middle East,26,208000,8000
2023-04-03,Gucci,Europe,36,43200,1200
2023-11-21,Dior,Australia,20,30000,1500
2024-04-08,Gucci,Australia,61,73200,1200
2022-10-02,Louis Vuitton,Asia,90,225000,2500
2023-07-08,Louis Vuitton,North America,96,240000,2500
2021-09-02,Gucci,Europe,83,99600,1200
2024-05-10,Chanel,Middle East,42,126000,3000
2021-06-22,Louis Vuitton,North America,33,82500,2500
2024-10-24,Chanel,Europe,21,63000,3000
2022-02-05,Gucci,Europe,92,110400,1200
2024-08-13,Louis Vuitton,Middle East,83,207500,2500
2024-08-07,Rolex,North America,98,784000,8000
2023-09-26,Chanel,Australia,23,69000,3000
2022-11-25,Rolex,Asia,6,48000,8000
2024-02-23,Chanel,Middle East,35,105000,3000
2022-02-05,Gucci,North America,13,15600,1200
2022-11-12,Gucci,North America,38,45600,1200
2023-11-11,Louis Vuitton,Asia,12,30000,2500
2024-03-16,Louis Vuitton,Asia,1,2500,2500
2021-03-12,Rolex,Asia,6,48000,8000
2024-03-17,Rolex,Middle East,24,192000,8000
2023-01-03,Louis Vuitton,Middle East,94,235000,2500
2021-04-24,Chanel,Australia,95,285000,3000
2022-03-16,Chanel,Asia,27,81000,3000
2023-11-25,Chanel,Middle East,16,48000,3000
2022-02-25,Louis Vuitton,Middle East,60,150000,2500
2024-06-04,Gucci,Europe,33,39600,1200
2021-08-23,Gucci,North America,16,19200,1200
2023-12-06,Louis Vuitton,North America,7,17500,2500
2021-05-15,Louis Vuitton,Asia,31,77500,2500
2022-07-28,Gucci,Middle East,17,20400,1200
2024-01-24,Dior,Middle East,68,102000,1500
2023-03-31,Rolex,Europe,7,56000,8000
2023-12-08,Rolex,Europe,77,616000,8000
2023-07-20,Louis Vuitton,North America,24,60000,2500
2021-10-05,Rolex,Asia,6,48000,8000
2023-01-04,Louis Vuitton,Europe,71,177500,2500
2023-09-23,Gucci,Europe,89,106800,1200
2024-02-20,Chanel,Australia,82,246000,3000
2024-01-18,Dior,Middle East,28,42000,1500
2025-01-14,Gucci,North America,16,19200,1200
2021-04-09,Gucci,Middle East,82,98400,1200
2023-03-02,Louis Vuitton,North America,92,230000,2500
2023-08-19,Gucci,Europe,39,46800,1200
2024-12-24,Louis Vuitton,North America,34,85000,2500
2022-09-15,Dior,Australia,63,94500,1500
2024-07-05,Chanel,Europe,18,54000,3000
2022-03-04,Rolex,Australia,89,712000,8000
2023-11-25,Louis Vuitton,Australia,51,127500,2500
2021-12-21,Gucci,North America,22,26400,1200
2022-05-30,Chanel,Europe,14,42000,3000
2024-08-21,Chanel,North America,70,210000,3000
2023-06-24,Chanel,Middle East,13,39000,3000
2021-03-13,Rolex,Europe,48,384000,8000
2024-01-22,Rolex,Middle East,86,688000,8000
2022-12-14,Louis Vuitton,Europe,99,247500,2500
2024-12-08,Chanel,Europe,29,87000,3000
2022-12-14,Gucci,Europe,48,57600,1200
2022-06-06,Dior,Australia,26,39000,1500
2023-11-21,Chanel,Middle East,53,159000,3000
2024-04-18,Gucci,Middle East,93,111600,1200
2024-08-20,Chanel,North America,85,255000,3000
2023-10-19,Chanel,Australia,66,198000,3000
2023-01-29,Louis Vuitton,Middle East,73,182500,2500
2022-03-18,Chanel,Middle East,65,195000,3000
2022-07-21,Chanel,Middle East,47,141000,3000
2021-03-13,Louis Vuitton,Europe,50,125000,2500
2024-04-19,Dior,Australia,10,15000,1500
2024-09-24,Louis Vuitton,Asia,11,27500,2500
2023-09-11,Chanel,Europe,94,282000,3000
2024-10-14,Dior,Europe,79,118500,1500
2022-07-22,Gucci,Europe,16,19200,1200
2021-04-04,Chanel,Australia,84,252000,3000
2021-10-19,Gucci,North America,47,56400,1200
2022-08-01,Dior,Australia,57,85500,1500
2021-11-03,Chanel,Australia,54,162000,3000
2024-05-07,Louis Vuitton,Asia,80,200000,2500
2021-07-18,Chanel,Australia,96,288000,3000
2024-09-27,Rolex,North America,71,568000,8000
2024-12-23,Chanel,Middle East,48,144000,3000
2024-11-09,Louis Vuitton,North America,20,50000,2500
2021-09-08,Rolex,Asia,57,456000,8000
2022-06-30,Chanel,Asia,73,219000,3000
2021-03-07,Rolex,North America,82,656000,8000
2024-09-22,Gucci,Middle East,38,45600,1200
2023-07-06,Rolex,Australia,28,224000,8000
2024-01-23,Rolex,Australia,16,128000,8000
2022-06-08,Chanel,Australia,60,180000,3000
2021-04-18,Chanel,Europe,48,144000,3000
2023-10-17,Rolex,North America,17,136000,8000
2022-01-11,Gucci,Middle East,97,116400,1200
2023-09-14,Gucci,Asia,69,82800,1200
2024-03-03,Dior,Europe,95,142500,1500
2023-07-27,Chanel,Australia,23,69000,3000
2025-02-01,Chanel,North America,31,93000,3000
2021-07-07,Chanel,Australia,57,171000,3000
2022-01-14,Gucci,Asia,42,50400,1200
2022-12-20,Rolex,North America,83,664000,8000
2024-03-12,Chanel,North America,54,162000,3000
2022-11-18,Louis Vuitton,Asia,75,187500,2500
2024-09-22,Rolex,Middle East,74,592000,8000
2022-05-13,Rolex,Europe,39,312000,8000
2025-03-02,Chanel,Europe,52,156000,3000
2023-10-10,Chanel,North America,52,156000,3000
2023-05-13,Gucci,Australia,80,96000,1200
2022-05-10,Rolex,Middle East,95,760000,8000
2023-12-19,Chanel,Europe,95,285000,3000
2024-05-15,Chanel,Europe,9,27000,3000
2024-09-25,Rolex,Middle East,56,448000,8000
2024-07-31,Dior,Middle East,22,33000,1500
2023-04-22,Dior,Middle East,75,112500,1500
2022-02-15,Dior,Middle East,25,37500,1500
2024-11-21,Louis Vuitton,Australia,87,217500,2500
2022-03-21,Louis Vuitton,Middle East,86,215000,2500
2024-07-14,Dior,Asia,85,127500,1500
2025-01-01,Louis Vuitton,Europe,47,117500,2500
2022-03-27,Gucci,Middle East,90,108000,1200
2023-09-12,Rolex,North America,18,144000,8000
2024-09-12,Chanel,Australia,87,261000,3000
2021-07-12,Louis Vuitton,Europe,11,27500,2500
2023-05-23,Dior,Middle East,12,18000,1500
2022-08-28,Rolex,Australia,62,496000,8000
2023-08-17,Rolex,Middle East,94,752000,8000
2021-11-21,Gucci,Asia,14,16800,1200
2024-02-19,Louis Vuitton,Australia,64,160000,2500
2023-11-04,Louis Vuitton,Asia,81,202500,2500
2021-11-04,Louis Vuitton,Middle East,86,215000,2500
2024-07-28,Dior,Europe,90,135000,1500
2021-08-28,Gucci,Asia,38,45600,1200
2022-03-25,Dior,Europe,41,61500,1500
2024-05-16,Dior,Europe,67,100500,1500
2023-09-21,Gucci,Australia,54,64800,1200
2024-01-19,Louis Vuitton,Europe,36,90000,2500
2024-04-22,Gucci,Middle East,96,115200,1200
2023-01-31,Gucci,Middle East,26,31200,1200
2021-05-20,Chanel,North America,20,60000,3000
2025-02-07,Rolex,Asia,54,432000,8000
2023-04-25,Dior,Europe,85,127500,1500
2022-08-04,Louis Vuitton,Asia,4,10000,2500
2021-06-27,Chanel,Asia,13,39000,3000
2024-08-21,Rolex,Asia,86,688000,8000
2023-08-26,Rolex,Australia,52,416000,8000
2023-05-13,Louis Vuitton,Asia,38,95000,2500
2021-09-09,Rolex,North America,33,264000,8000
2022-06-21,Chanel,Middle East,70,210000,3000
2021-08-08,Chanel,Asia,88,264000,3000
2021-07-22,Chanel,Australia,9,27000,3000
2021-07-31,Louis Vuitton,Europe,28,70000,2500
2022-08-05,Dior,North America,86,129000,1500
2023-07-23,Gucci,Australia,98,117600,1200
2021-07-01,Dior,Asia,37,55500,1500
2024-09-07,Louis Vuitton,Middle East,32,80000,2500
2024-03-27,Dior,Middle East,54,81000,1500
2023-01-11,Louis Vuitton,Australia,68,170000,2500
2023-12-13,Gucci,Australia,55,66000,1200
2022-10-13,Dior,Australia,32,48000,1500
2024-03-11,Chanel,Europe,92,276000,3000
2025-01-05,Chanel,Europe,6,18000,3000
2022-12-25,Dior,North America,47,70500,1500
2025-02-11,Chanel,Europe,60,180000,3000
2021-08-20,Dior,Asia,76,114000,1500
2023-01-24,Louis Vuitton,Asia,4,10000,2500
2023-03-27,Rolex,Middle East,35,280000,8000
2024-06-09,Chanel,Australia,70,210000,3000
2024-08-20,Dior,Middle East,4,6000,1500
2022-10-12,Chanel,Australia,19,57000,3000
2025-01-26,Chanel,Europe,40,120000,3000
2023-07-05,Dior,Middle East,21,31500,1500
2023-10-02,Rolex,Europe,10,80000,8000
2023-11-18,Chanel,North America,48,144000,3000
2023-11-13,Rolex,Europe,35,280000,8000
2024-01-12,Dior,Middle East,14,21000,1500
2022-08-22,Rolex,North America,33,264000,8000
2022-12-05,Rolex,Middle East,18,144000,8000
2022-03-10,Dior,Middle East,5,7500,1500
2022-11-13,Gucci,Europe,14,16800,1200
2021-09-07,Dior,Middle East,58,87000,1500
2022-08-29,Rolex,Australia,7,56000,8000
2022-05-20,Chanel,Asia,10,30000,3000
2023-04-07,Louis Vuitton,Australia,61,152500,2500
2022-01-25,Gucci,Europe,89,106800,1200
2021-08-19,Rolex,Asia,3,24000,8000
2022-12-29,Gucci,North America,55,66000,1200
2021-10-11,Louis Vuitton,North America,29,72500,2500
2024-02-03,Gucci,Australia,10,12000,1200
2023-01-17,Dior,Middle East,51,76500,1500
2024-12-30,Chanel,Middle East,3,9000,3000
2021-08-22,Rolex,Europe,15,120000,8000
2021-10-02,Louis Vuitton,North America,87,217500,2500
2022-05-20,Rolex,Europe,69,552000,8000
2023-07-16,Gucci,Asia,40,48000,1200
2021-11-24,Louis Vuitton,Australia,76,190000,2500
2022-03-23,Dior,Europe,90,135000,1500
2022-07-10,Chanel,North America,82,246000,3000
2021-11-06,Louis Vuitton,Asia,38,95000,2500
2023-01-09,Rolex,Europe,38,304000,8000
2022-10-23,Louis Vuitton,North America,42,105000,2500
2022-08-05,Rolex,Australia,27,216000,8000
2021-11-22,Louis Vuitton,Asia,70,175000,2500
2023-06-23,Dior,North America,17,25500,1500
2022-03-09,Rolex,Middle East,27,216000,8000
2023-02-27,Rolex,Asia,49,392000,8000
2021-09-29,Dior,Asia,40,60000,1500
2021-11-23,Rolex,Asia,75,600000,8000
2023-08-24,Rolex,Middle East,96,768000,8000
2024-03-23,Louis Vuitton,Asia,48,120000,2500
2024-11-20,Chanel,Middle East,55,165000,3000
2022-11-19,Gucci,Asia,10,12000,1200
2024-03-28,Louis Vuitton,North America,64,160000,2500
2023-02-10,Gucci,Middle East,14,16800,1200
2024-08-01,Chanel,Australia,50,150000,3000
2021-12-13,Louis Vuitton,Australia,51,127500,2500
2024-07-07,Dior,Asia,12,18000,1500
2021-04-01,Gucci,Middle East,77,92400,1200
2024-10-08,Dior,Middle East,40,60000,1500
2022-01-06,Rolex,North America,41,328000,8000
2021-03-03,Gucci,Asia,81,97200,1200
2022-09-06,Rolex,Australia,40,320000,8000
2024-08-10,Louis Vuitton,Middle East,58,145000,2500
2022-01-31,Rolex,Asia,19,152000,8000
2022-09-22,Gucci,Australia,25,30000,1200
2022-08-09,Chanel,Middle East,68,204000,3000
2023-03-01,Rolex,Australia,95,760000,8000
2022-10-12,Dior,Middle East,12,18000,1500
2022-10-21,Louis Vuitton,Middle East,70,175000,2500
2021-12-29,Chanel,Asia,56,168000,3000
2022-03-28,Dior,Australia,75,112500,1500
2021-07-08,Dior,Middle East,27,40500,1500
2023-07-03,Gucci,North America,63,75600,1200
2021-11-26,Rolex,North America,82,656000,8000
2024-02-16,Louis Vuitton,Middle East,46,115000,2500
2021-09-22,Chanel,North America,98,294000,3000
2022-09-29,Gucci,North America,19,22800,1200
2021-11-18,Gucci,Asia,36,43200,1200
2022-06-24,Rolex,Europe,39,312000,8000
2023-10-09,Louis Vuitton,Middle East,37,92500,2500
2024-12-21,Chanel,Australia,58,174000,3000
2022-08-18,Dior,Europe,69,103500,1500
2021-09-01,Chanel,Europe,52,156000,3000
2022-11-20,Gucci,Australia,64,76800,1200
2022-03-03,Louis Vuitton,Middle East,13,32500,2500
2021-11-16,Louis Vuitton,North America,26,65000,2500
2023-01-28,Gucci,North America,78,93600,1200
2021-11-01,Gucci,Middle East,57,68400,1200
2021-08-18,Rolex,Asia,60,480000,8000
2023-11-22,Rolex,Australia,47,376000,8000
2021-12-13,Louis Vuitton,Asia,29,72500,2500
2021-08-07,Rolex,Europe,29,232000,8000
2021-03-18,Gucci,Asia,12,14400,1200
2024-02-01,Gucci,Australia,96,115200,1200
2022-09-26,Gucci,Asia,51,61200,1200
2022-02-20,Louis Vuitton,Australia,92,230000,2500
2023-01-05,Louis Vuitton,Australia,75,187500,2500
2024-05-20,Chanel,North America,82,246000,3000
2024-08-23,Gucci,Australia,41,49200,1200
2021-05-18,Louis Vuitton,North America,53,132500,2500
2021-09-21,Louis Vuitton,Australia,63,157500,2500
2025-03-01,Gucci,North America,4,4800,1200
2021-12-15,Rolex,Middle East,11,88000,8000
2021-11-22,Rolex,Europe,68,544000,8000
2023-01-31,Gucci,Europe,75,90000,1200
2021-12-02,Gucci,Asia,4,4800,1200
2022-03-14,Gucci,Asia,32,38400,1200
2023-09-04,Chanel,Asia,84,252000,3000
2023-08-22,Chanel,North America,46,138000,3000
2022-04-14,Rolex,Europe,68,544000,8000
2025-03-01,Louis Vuitton,Europe,99,247500,2500
2024-01-07,Chanel,Europe,16,48000,3000
2023-05-12,Louis Vuitton,Asia,59,147500,2500
2024-07-06,Rolex,Middle East,21,168000,8000
2024-01-19,Dior,Asia,55,82500,1500
2022-12-01,Rolex,Asia,51,408000,8000
2021-04-04,Chanel,Asia,32,96000,3000
2021-06-06,Gucci,North America,19,22800,1200
2023-03-10,Dior,Europe,55,82500,1500
2022-10-24,Rolex,Asia,8,64000,8000
2023-03-11,Chanel,North America,35,105000,3000
2022-12-24,Rolex,Asia,90,720000,8000
2022-06-20,Rolex,North America,80,640000,8000
2022-04-06,Rolex,Europe,4,32000,8000
2024-04-22,Louis Vuitton,Asia,78,195000,2500
2022-11-14,Gucci,Asia,39,46800,1200
2024-05-02,Rolex,Middle East,8,64000,8000
2022-05-20,Gucci,Middle East,18,21600,1200
2024-10-13,Chanel,Europe,71,213000,3000
2024-10-05,Chanel,Europe,49,147000,3000
2024-09-20,Louis Vuitton,Asia,13,32500,2500
2024-01-17,Louis Vuitton,Australia,33,82500,2500
2024-11-01,Gucci,Middle East,22,26400,1200
2023-01-08,Gucci,Australia,26,31200,1200
2022-10-22,Rolex,Europe,68,544000,8000
2025-02-09,Rolex,Asia,82,656000,8000
2022-12-21,Rolex,Australia,29,232000,8000
2024-05-24,Gucci,North America,94,112800,1200
2024-07-31,Chanel,Australia,35,105000,3000
2021-11-01,Rolex,Europe,36,288000,8000
2023-02-14,Louis Vuitton,Australia,50,125000,2500
2021-03-03,Gucci,North America,50,60000,1200
2021-11-10,Gucci,Asia,15,18000,1200
2021-07-30,Chanel,Australia,10,30000,3000
2021-11-21,Chanel,Asia,13,39000,3000
2025-02-12,Dior,Europe,54,81000,1500
2024-03-07,Dior,Asia,11,16500,1500
2021-07-22,Dior,Asia,34,51000,1500
2022-12-01,Dior,Europe,43,64500,1500
2024-11-18,Gucci,Australia,53,63600,1200
2024-01-03,Rolex,Australia,34,272000,8000
2025-02-22,Dior,Australia,60,90000,1500
2022-02-22,Gucci,Australia,66,79200,1200
2023-12-18,Dior,Europe,1,1500,1500
2023-10-25,Chanel,Australia,77,231000,3000
2022-12-22,Chanel,Middle East,57,171000,3000
2022-01-23,Louis Vuitton,North America,12,30000,2500
2024-11-22,Chanel,Asia,98,294000,3000
2023-09-13,Chanel,Europe,29,87000,3000
2024-10-13,Dior,Middle East,95,142500,1500
2023-04-08,Gucci,Australia,82,98400,1200
2023-12-05,Chanel,Asia,47,141000,3000
2024-10-19,Gucci,Asia,70,84000,1200
2023-01-02,Gucci,Middle East,98,117600,1200
2024-12-15,Dior,Europe,16,24000,1500
2021-06-27,Louis Vuitton,Europe,91,227500,2500
2023-05-26,Dior,Asia,27,40500,1500
2021-08-14,Gucci,Australia,84,100800,1200
2023-07-25,Dior,Australia,64,96000,1500
2024-11-04,Louis Vuitton,Australia,97,242500,2500
2023-01-19,Louis Vuitton,Asia,57,142500,2500
2022-01-30,Dior,North America,21,31500,1500
2023-04-04,Rolex,Australia,68,544000,8000
2023-06-20,Chanel,Australia,47,141000,3000
2023-09-14,Louis Vuitton,Europe,19,47500,2500
2021-06-27,Dior,Australia,25,37500,1500
2024-12-18,Chanel,Australia,76,228000,3000
2024-07-11,Louis Vuitton,Australia,23,57500,2500
2024-06-03,Dior,Middle East,38,57000,1500
2021-07-13,Dior,Middle East,30,45000,1500
2021-05-19,Louis Vuitton,North America,82,205000,2500
2021-11-27,Gucci,North America,17,20400,1200
2021-08-24,Rolex,North America,50,400000,8000
2023-11-20,Dior,Europe,32,48000,1500
2024-02-04,Rolex,Asia,48,384000,8000
2021-04-22,Gucci,North America,98,117600,1200
2021-10-25,Rolex,North America,98,784000,8000
2021-05-18,Dior,North America,27,40500,1500
2022-05-31,Louis Vuitton,Asia,25,62500,2500
2022-08-04,Rolex,Asia,19,152000,8000
2023-04-26,Chanel,Asia,66,198000,3000
2024-11-14,Chanel,Europe,87,261000,3000
2021-12-03,Dior,Europe,63,94500,1500
2023-08-17,Dior,Asia,55,82500,1500
2022-01-02,Chanel,Middle East,84,252000,3000
2022-05-07,Gucci,Europe,87,104400,1200
2023-01-12,Chanel,Australia,44,132000,3000
2025-02-15,Gucci,Middle East,49,58800,1200
2022-11-28,Louis Vuitton,Australia,99,247500,2500
2022-04-02,Louis Vuitton,Asia,25,62500,2500
2024-11-11,Louis Vuitton,Middle East,72,180000,2500
2024-10-26,Rolex,Europe,5,40000,8000
2023-10-14,Louis Vuitton,Europe,29,72500,2500
2023-08-05,Gucci,Australia,10,12000,1200
2021-10-13,Gucci,Australia,35,42000,1200
2021-07-19,Louis Vuitton,Middle East,80,200000,2500
2022-08-24,Rolex,Europe,68,544000,8000
2021-12-14,Chanel,Australia,46,138000,3000
2022-12-28,Dior,Middle East,76,114000,1500
2023-05-20,Chanel,North America,21,63000,3000
2023-10-29,Louis Vuitton,Middle East,12,30000,2500
2024-03-20,Dior,Europe,51,76500,1500
2021-11-05,Dior,North America,65,97500,1500
2023-01-10,Louis Vuitton,Australia,45,112500,2500
2023-05-28,Chanel,Australia,53,159000,3000
2024-04-28,Gucci,Asia,58,69600,1200
2022-06-04,Louis Vuitton,North America,61,152500,2500
2024-05-22,Dior,North America,50,75000,1500
2024-03-31,Rolex,North America,93,744000,8000
2022-06-04,Gucci,Middle East,59,70800,1200
2023-05-13,Louis Vuitton,Australia,41,102500,2500
2024-06-14,Rolex,Middle East,20,160000,8000
2022-10-27,Rolex,Asia,97,776000,8000
2023-12-16,Rolex,Europe,82,656000,8000
2021-09-04,Rolex,Asia,77,616000,8000
2023-06-03,Rolex,Middle East,75,600000,8000
2022-12-10,Dior,North America,72,108000,1500
2024-02-22,Chanel,North America,80,240000,3000
2021-08-01,Chanel,North America,97,291000,3000
2022-06-01,Rolex,North America,44,352000,8000
2024-03-27,Gucci,Middle East,65,78000,1200
2023-05-21,Rolex,Europe,97,776000,8000
2021-12-22,Louis Vuitton,Australia,19,47500,2500
2022-09-05,Chanel,Middle East,51,153000,3000
2022-10-03,Dior,Asia,35,52500,1500
2024-11-09,Gucci,Asia,73,87600,1200
2024-07-27,Louis Vuitton,Australia,29,72500,2500
2022-05-23,Rolex,Australia,48,384000,8000
2021-04-11,Dior,Australia,41,61500,1500
2022-04-22,Gucci,North America,82,98400,1200
2023-11-29,Gucci,Australia,46,55200,1200
2023-05-18,Louis Vuitton,North America,79,197500,2500
2023-11-24,Dior,Middle East,4,6000,1500
2024-07-10,Dior,Europe,52,78000,1500
2022-02-22,Rolex,Middle East,76,608000,8000
2024-09-09,Louis Vuitton,North America,16,40000,2500
2023-12-06,Rolex,Europe,64,512000,8000
2023-06-01,Rolex,North America,51,408000,8000
2023-02-01,Chanel,Australia,29,87000,3000
2021-09-26,Gucci,Middle East,78,93600,1200
2021-04-03,Louis Vuitton,North America,39,97500,2500
2023-09-22,Dior,Middle East,54,81000,1500
2023-08-19,Dior,Asia,67,100500,1500
2021-12-06,Dior,Australia,38,57000,1500
2023-06-07,Dior,North America,17,25500,1500
2022-10-14,Rolex,Middle East,74,592000,8000
2023-08-12,Gucci,Australia,18,21600,1200
2023-02-17,Louis Vuitton,Asia,26,65000,2500
2021-04-28,Dior,Middle East,55,82500,1500
2021-03-13,Chanel,North America,80,240000,3000
2021-12-28,Gucci,Asia,85,102000,1200
2021-05-13,Gucci,North America,94,112800,1200
2021-09-14,Rolex,Middle East,20,160000,8000
2021-08-30,Rolex,Europe,40,320000,8000
2024-06-01,Gucci,Asia,95,114000,1200
2021-07-26,Louis Vuitton,North America,81,202500,2500
2021-04-20,Gucci,Asia,6,7200,1200
2024-03-03,Chanel,Australia,57,171000,3000
2023-09-11,Chanel,Asia,78,234000,3000
2023-08-31,Chanel,Middle East,12,36000,3000
2023-09-18,Chanel,Europe,67,201000,3000
2024-09-14,Dior,Asia,39,58500,1500
2024-09-20,Louis Vuitton,Middle East,84,210000,2500
2024-07-02,Chanel,Europe,68,204000,3000
2025-02-03,Louis Vuitton,Europe,66,165000,2500
2023-05-26,Gucci,Middle East,53,63600,1200
2022-02-16,Louis Vuitton,Asia,66,165000,2500
2024-11-15,Dior,Middle East,3,4500,1500
2022-08-15,Rolex,Middle East,70,560000,8000
2024-09-10,Rolex,Asia,97,776000,8000
2022-10-19,Dior,Europe,61,91500,1500
2023-02-18,Louis Vuitton,Australia,52,130000,2500
2021-08-14,Rolex,North America,49,392000,8000
2021-07-07,Dior,Australia,94,141000,1500
2023-07-24,Gucci,Europe,22,26400,1200
2021-12-26,Chanel,Asia,20,60000,3000
2021-06-18,Gucci,Australia,78,93600,1200
2022-09-16,Dior,Europe,34,51000,1500
2023-03-12,Chanel,North America,10,30000,3000
2021-06-13,Chanel,Middle East,22,66000,3000
2021-07-18,Dior,Asia,28,42000,1500
2023-01-27,Rolex,Asia,59,472000,8000
2023-07-19,Louis Vuitton,Europe,48,120000,2500
2022-09-26,Chanel,North America,80,240000,3000
2024-12-06,Louis Vuitton,Australia,22,55000,2500
2024-01-16,Chanel,Middle East,55,165000,3000
2024-02-06,Gucci,North America,75,90000,1200
2023-07-26,Rolex,North America,51,408000,8000
2023-03-14,Louis Vuitton,Middle East,13,32500,2500
2023-01-09,Louis Vuitton,North America,77,192500,2500
2022-04-18,Dior,North America,78,117000,1500
2024-04-15,Dior,Middle East,11,16500,1500
2023-06-14,Louis Vuitton,Asia,8,20000,2500
2021-11-25,Louis Vuitton,Middle East,91,227500,2500
2023-03-28,Rolex,Asia,30,240000,8000
2021-09-10,Rolex,Middle East,43,344000,8000
2022-08-31,Chanel,North America,54,162000,3000
2023-09-07,Gucci,Asia,34,40800,1200
2022-02-01,Gucci,Asia,34,40800,1200
2021-11-16,Dior,Europe,95,142500,1500
2023-01-26,Chanel,Asia,21,63000,3000
2024-12-23,Dior,Middle East,56,84000,1500
2023-02-03,Chanel,Australia,28,84000,3000
2024-02-01,Rolex,North America,58,464000,8000
2022-04-04,Dior,Australia,17,25500,1500
2021-07-02,Dior,Asia,99,148500,1500
2022-04-16,Rolex,North America,63,504000,8000
2025-02-05,Rolex,Middle East,23,184000,8000
2023-10-05,Rolex,Australia,49,392000,8000
2023-10-15,Louis Vuitton,Middle East,21,52500,2500
2021-06-22,Dior,North America,9,13500,1500
2024-08-26,Gucci,North America,34,40800,1200
2023-12-12,Dior,Australia,21,31500,1500
2021-04-10,Dior,Europe,98,147000,1500
2023-08-04,Chanel,Middle East,92,276000,3000
2024-04-30,Gucci,Middle East,21,25200,1200
2024-11-08,Chanel,Asia,57,171000,3000
2024-11-01,Louis Vuitton,Australia,91,227500,2500
2021-11-10,Louis Vuitton,Australia,70,175000,2500
2021-11-02,Chanel,Europe,61,183000,3000
2024-02-13,Dior,North America,98,147000,1500
2024-11-06,Dior,Asia,29,43500,1500
2023-05-10,Gucci,North America,58,69600,1200
2021-04-15,Chanel,North America,99,297000,3000
2022-08-16,Rolex,North America,98,784000,8000
2023-12-15,Rolex,North America,24,192000,8000
2024-03-29,Gucci,Asia,18,21600,1200
2024-07-19,Rolex,Middle East,66,528000,8000
2021-12-04,Louis Vuitton,Middle East,26,65000,2500
2022-12-26,Gucci,Australia,5,6000,1200
2024-11-21,Chanel,Middle East,44,132000,3000
2021-08-09,Louis Vuitton,Europe,22,55000,2500
